GEOID20,tot_pop_20,bpop_20,hpop_20,asian_nhpi_pop_20,amin_pop_20,other_pop_20,white_pop_20,STATEFP,STATE
30015,5895,39,153,49,1426,56,4172,30,MT
30017,11867,113,361,142,423,127,10701,30,MT
30019,1661,14,47,38,76,19,1467,30,MT
30021,8940,80,281,99,362,149,7969,30,MT
30023,9421,54,252,80,417,104,8514,30,MT
30025,3049,25,60,23,66,17,2858,30,MT
30027,11446,42,225,83,339,191,10566,30,MT
30029,104357,768,3256,1697,3471,1749,93416,30,MT
30031,118960,1198,5784,2781,2820,2374,104003,30,MT
30033,1173,5,11,6,24,2,1125,30,MT
30035,13778,128,292,106,9708,48,3496,30,MT
30037,823,24,25,1,19,30,724,30,MT
30039,3309,29,78,8,100,28,3066,30,MT
30041,16309,177,486,211,4230,185,11020,30,MT
30043,12085,73,288,122,451,225,10926,30,MT
30045,2023,21,43,18,28,30,1883,30,MT
30047,31134,257,1154,329,8643,378,20373,30,MT
30049,70973,739,2516,1194,3242,1219,62063,30,MT
30051,1959,19,9,20,34,21,1856,30,MT
30053,19677,130,546,226,728,322,17725,30,MT
30055,1729,8,30,26,42,31,1592,30,MT
30057,8623,34,227,84,191,132,7955,30,MT
30059,1927,36,35,16,37,22,1781,30,MT
30061,4535,37,145,56,186,67,4044,30,MT
30063,117922,1661,5878,2798,5728,1904,99953,30,MT
30065,4730,27,141,35,214,39,4274,30,MT
30067,17191,129,504,168,495,259,15636,30,MT
30069,496,5,5,9,11,0,466,30,MT
30071,4217,19,111,35,482,78,3492,30,MT
30073,5898,37,90,48,1036,43,4644,30,MT
30075,1694,14,33,2,81,35,1529,30,MT
30077,6946,125,146,42,545,72,6016,30,MT
30079,1088,8,33,15,41,9,982,30,MT
30081,44174,261,1556,541,1251,870,39695,30,MT
30083,11491,131,601,177,506,184,9892,30,MT
30085,10794,75,236,101,6730,65,3587,30,MT
30087,8329,63,233,70,3133,62,4768,30,MT
30089,12400,71,342,124,838,293,10732,30,MT
30091,3539,30,104,29,161,45,3170,30,MT
30093,35133,279,1612,416,1217,528,31081,30,MT
30095,8963,45,262,71,243,232,8110,30,MT
30097,3678,22,94,44,99,87,3332,30,MT
30099,6226,58,78,51,286,98,5655,30,MT
30101,4971,48,172,63,460,49,4179,30,MT
30103,762,15,27,8,21,3,688,30,MT
30105,7578,57,169,52,878,69,6353,30,MT
30107,2069,19,61,18,71,50,1850,30,MT
30109,937,10,25,15,10,18,859,30,MT
30111,164731,3028,9723,2859,10225,2382,136514,30,MT
31001,31205,515,3611,575,473,252,25779,31,NE
31003,6295,58,212,34,65,27,5899,31,NE
31005,434,5,12,2,15,0,400,31,NE
31007,674,2,51,6,12,3,600,31,NE
31009,431,6,8,2,17,1,397,31,NE
31011,5379,35,182,20,48,37,5057,31,NE
31013,10842,137,1238,107,544,135,8681,31,NE
31015,1810,8,29,1,34,15,1723,31,NE
31017,2903,17,169,21,51,16,2629,31,NE
31019,50084,982,4978,907,687,422,42108,31,NE
31021,6722,68,165,66,173,53,6197,31,NE
31023,8369,64,479,28,83,89,7626,31,NE
31025,26598,263,974,252,505,343,24261,31,NE
31027,8380,56,182,36,71,25,8010,31,NE
31029,3893,31,560,15,38,40,3209,31,NE
31031,5455,43,135,36,408,61,4772,31,NE
31033,9468,118,735,111,141,124,8239,31,NE
31035,6104,37,513,21,85,76,5372,31,NE
31037,10582,407,4975,78,54,50,5018,31,NE
31039,9013,76,1103,46,93,57,7638,31,NE
31041,10545,110,382,28,130,91,9804,31,NE
31043,21582,1818,8754,829,703,131,9347,31,NE
31045,8199,225,315,118,504,94,6943,31,NE
31047,24111,1320,8607,276,211,168,13529,31,NE
31049,1838,11,94,10,24,13,1686,31,NE
31051,5606,58,790,30,58,27,4643,31,NE
31053,37167,495,6019,306,543,303,29501,31,NE
31055,584526,77187,78120,33436,7950,6406,381427,31,NE
31057,1654,19,100,10,25,9,1491,31,NE
31059,5551,38,171,25,86,50,5181,31,NE
31061,2889,11,79,24,21,13,2741,31,NE
31063,2519,32,79,12,40,19,2337,31,NE
31065,4636,49,213,29,79,31,4235,31,NE
31067,21704,313,597,157,406,178,20053,31,NE
31069,1874,23,76,8,23,22,1722,31,NE
31071,1813,22,11,1,13,14,1752,31,NE
31073,1893,9,92,19,23,4,1746,31,NE
31075,611,12,6,1,15,1,576,31,NE
31077,2188,13,50,12,5,10,2098,31,NE
31079,62895,2423,18930,938,723,461,39420,31,NE
31081,9429,69,316,38,132,78,8796,31,NE
31083,3073,19,78,16,28,25,2907,31,NE
31085,856,9,60,15,6,6,760,31,NE
31087,2616,8,83,8,27,28,2462,31,NE
31089,10127,90,517,60,93,42,9325,31,NE
31091,711,8,10,3,24,3,663,31,NE
31093,6475,48,141,38,45,49,6154,31,NE
31095,7240,59,361,47,141,74,6558,31,NE
31097,5290,351,615,89,98,36,4101,31,NE
31099,6688,35,376,34,109,70,6064,31,NE
31101,8335,90,734,82,100,97,7232,31,NE
31103,769,6,18,2,7,2,734,31,NE
31105,3434,37,252,16,68,35,3026,31,NE
31107,8391,64,172,57,1074,57,6967,31,NE
31109,322608,20155,24620,17304,4995,3572,251962,31,NE
31111,34676,721,2915,429,604,364,29643,31,NE
31113,716,3,21,6,15,6,665,31,NE
31115,607,8,12,10,4,8,565,31,NE
31117,399,3,1,6,4,7,378,31,NE
31119,35585,711,5449,598,734,270,27823,31,NE
31121,7668,80,356,59,152,80,6941,31,NE
31123,4555,33,643,27,91,39,3722,31,NE
31125,3380,31,55,30,44,18,3202,31,NE
31127,7074,127,191,44,138,36,6538,31,NE
31129,4095,18,112,8,67,55,3835,31,NE
31131,15912,195,1249,160,263,178,13867,31,NE
31133,2544,16,38,12,20,12,2446,31,NE
31135,2858,30,143,23,25,17,2620,31,NE
31137,8968,81,548,45,103,51,8140,31,NE
31139,7317,61,137,41,74,54,6950,31,NE
31141,34296,582,7138,310,349,334,25583,31,NE
31143,5214,42,255,6,74,86,4751,31,NE
31145,10702,181,680,67,139,99,9536,31,NE
31147,7871,71,130,55,465,54,7096,31,NE
31149,1262,14,16,4,1,8,1219,31,NE
31151,14292,208,4039,370,212,100,9363,31,NE
31153,190604,11220,19324,7485,2908,2603,147064,31,NE
31155,22278,222,565,177,332,279,20703,31,NE
31157,36084,497,8108,455,872,441,25711,31,NE
31159,17609,194,487,141,263,142,16382,31,NE
31161,5127,39,213,50,693,37,4095,31,NE
31163,2959,37,65,17,37,29,2774,31,NE
31165,1135,10,38,10,17,5,1055,31,NE
31167,5842,84,339,50,104,50,5215,31,NE
31169,5034,30,133,33,51,18,4769,31,NE
31171,669,6,27,2,8,3,623,31,NE
31173,6773,55,244,19,3982,29,2444,31,NE
31175,4059,23,116,15,28,59,3818,31,NE
31177,20865,238,606,193,299,170,19359,31,NE
31179,9697,436,979,219,126,109,7828,31,NE
31181,3395,31,143,21,70,19,3111,31,NE
31183,774,6,17,4,6,5,736,31,NE
31185,14125,265,823,131,231,116,12559,31,NE
32001,25516,847,3496,1128,1719,456,17870,32,NV
32003,2265461,347336,674395,301029,24733,25166,892802,32,NV
32005,49488,545,6020,1615,1675,777,38856,32,NV
32007,53702,887,13458,1098,3386,696,34177,32,NV
32009,729,14,138,13,42,1,521,32,NV
32011,1855,32,160,20,57,41,1545,32,NV
32013,17285,258,4475,302,896,322,11032,32,NV
32015,5734,49,1238,84,308,80,3975,32,NV
32017,4499,184,288,60,94,35,3838,32,NV
32019,59235,1226,10148,1838,2655,1018,42350,32,NV
32021,4554,251,479,127,798,41,2858,32,NV
32023,51591,2203,7735,1881,1615,844,37313,32,NV
32027,6650,390,1493,155,347,68,4197,32,NV
32029,4104,61,322,138,159,86,3338,32,NV
32031,486492,18738,120039,40638,12246,6969,287862,32,NV
32033,9080,501,1437,170,526,92,6354,32,NV
32510,58639,1676,14693,2257,2109,840,37064,32,NV
33001,63705,752,1151,943,1326,819,58714,33,NH
33003,50107,331,748,578,846,657,46947,33,NH
33005,76458,1240,1677,1626,1499,1152,69264,33,NH
33007,31268,691,605,322,698,323,28629,33,NH
33009,91118,1510,2435,3715,1692,1396,80370,33,NH
33011,422937,16532,30815,20162,5523,7253,342652,33,NH
33013,153808,3901,3547,4062,2763,2283,137252,33,NH
33015,314176,4574,9548,8648,3671,4636,283099,33,NH
33017,130889,2968,3625,5681,2058,1958,114599,33,NH
33019,43063,499,770,626,1182,863,39123,33,NH
34001,274534,48080,48661,23720,2081,3134,148858,34,NJ
34003,955732,71470,190094,167385,2511,12353,511919,34,NJ
34005,461860,90445,34163,30716,4110,7916,294510,34,NJ
34007,523485,114543,84257,36213,3695,5503,279274,34,NJ
34009,95263,4889,6867,1337,1017,1113,80040,34,NJ
34011,154152,33325,48901,2475,2176,1467,65808,34,NJ
34013,863728,364750,187887,52803,2291,20872,235125,34,NJ
34015,302294,39322,19115,11776,3173,3553,225355,34,NJ
34017,724854,98917,272936,130174,2124,14173,206530,34,NJ
34019,128947,4161,10534,6849,912,1824,104667,34,NJ
34021,387340,82970,78501,51708,1666,3915,168580,34,NJ
34023,863162,101288,178951,235025,3276,11464,333158,34,NJ
34025,643615,49557,76213,41478,3281,12261,460825,34,NJ
34027,509285,22199,73523,63602,2151,6635,341175,34,NJ
34029,637229,25247,63044,14553,4465,9342,520578,34,NJ
34031,524118,70743,208765,33227,1792,6049,203542,34,NJ
34033,64837,10985,5685,951,1001,936,45279,34,NJ
34035,345361,37107,54038,70943,1313,4549,177411,34,NJ
34037,144221,4605,13614,3921,1558,2276,118247,34,NJ
34039,575345,131527,183170,35999,1408,11996,211245,34,NJ
34041,109632,7642,11349,3621,1115,1650,84255,34,NJ
35001,676444,31004,321919,25743,36854,7569,253355,35,NM
35003,3579,57,588,26,108,62,2738,35,NM
35005,65157,1752,36549,824,1008,579,24445,35,NM
35006,27172,444,8559,305,12089,237,5538,35,NM
35007,12387,117,5835,101,253,127,5954,35,NM
35009,48430,3866,21070,1118,728,596,21052,35,NM
35011,1698,27,645,18,12,13,983,35,NM
35013,219561,6048,145773,3544,2798,1649,59749,35,NM
35015,62314,1440,30877,813,1300,745,27139,35,NM
35017,28185,515,13307,308,564,374,13117,35,NM
35019,4452,107,3404,68,63,41,769,35,NM
35021,657,11,273,5,9,7,352,35,NM
35023,4178,57,2365,27,33,51,1645,35,NM
35025,74455,3519,44559,824,1178,600,23775,35,NM
35027,20269,234,6432,190,794,280,12339,35,NM
35028,19419,353,3344,1515,373,388,13446,35,NM
35029,25427,471,16505,269,345,166,7671,35,NM
35031,72902,793,8495,1179,56294,195,5946,35,NM
35033,4189,67,3282,22,32,22,764,35,NM
35035,67839,3735,25454,1775,5000,944,30931,35,NM
35037,8746,168,3807,86,162,89,4434,35,NM
35039,40363,436,26990,336,6380,276,5945,35,NM
35041,19191,712,8271,289,367,224,9328,35,NM
35043,148834,5107,56477,3717,18521,1586,63426,35,NM
35045,121661,1603,23224,1417,50771,1063,43583,35,NM
35047,27201,468,20336,199,428,323,5447,35,NM
35049,154823,2439,73763,3326,5185,2249,67861,35,NM
35051,11576,143,3281,153,348,144,7507,35,NM
35053,16595,352,8206,382,2119,175,5361,35,NM
35055,34489,399,17320,370,2169,525,13706,35,NM
35057,15045,258,6217,119,476,214,7761,35,NM
35059,4079,117,1571,19,98,40,2234,35,NM
35061,76205,1590,45269,663,3135,897,24651,35,NM
36001,314848,51493,17035,27292,3304,4829,210895,36,NY
36003,46456,1147,914,590,775,703,42327,36,NY
36005,1472654,580689,664646,74587,3956,17980,130796,36,NY
36007,198683,17393,8191,10746,2957,3223,156173,36,NY
36009,77042,1955,1465,805,4181,1082,67554,36,NY
36011,76248,4352,2314,688,1325,1256,66313,36,NY
36013,127657,5582,10712,1236,2280,1784,106063,36,NY
36015,84148,7626,2372,1839,1448,1304,69559,36,NY
36017,47220,783,1041,399,936,908,43153,36,NY
36019,79843,3956,2364,1364,1830,1078,69251,36,NY
36021,61570,3613,3247,1798,956,1161,50795,36,NY
36023,46809,1483,1509,1211,959,846,40801,36,NY
36025,44308,1491,1824,674,736,762,38821,36,NY
36027,295911,39392,37810,12827,2777,4610,198495,36,NY
36029,954236,151856,50907,52472,11424,9341,678236,36,NY
36031,37381,933,854,390,902,588,33714,36,NY
36033,47555,2091,1179,327,4964,435,38559,36,NY
36035,53324,1707,1904,547,1053,1062,47051,36,NY
36037,58388,2358,2526,639,1147,758,50960,36,NY
36039,47931,3206,2732,740,861,898,39494,36,NY
36041,5107,80,77,26,92,63,4769,36,NY
36043,60139,1445,1332,592,984,1133,54653,36,NY
36045,116721,9053,7141,3231,2395,2146,92755,36,NY
36047,2736074,874009,432653,408299,7299,45387,968427,36,NY
36049,26582,243,437,158,371,431,24942,36,NY
36051,61834,1770,2476,984,1087,906,54611,36,NY
36053,68016,1788,1531,984,1490,1258,60965,36,NY
36055,759443,137530,60936,38570,7040,9214,506153,36,NY
36057,49532,2161,6687,711,847,889,38237,36,NY
36059,1395774,175649,241413,176009,4102,19147,779454,36,NY
36061,1694251,285271,338271,246939,5049,25427,793294,36,NY
36063,212666,21387,6703,3385,5198,2302,173691,36,NY
36065,232125,20578,12956,11880,2684,3043,180984,36,NY
36067,476516,69072,21618,23593,8718,6225,347290,36,NY
36069,112458,4275,5548,2052,1599,1587,97397,36,NY
36071,401310,56575,80298,14263,3177,15149,231848,36,NY
36073,40343,2679,1887,293,808,639,34037,36,NY
36075,117525,2665,3239,1356,2654,1901,105710,36,NY
36077,58524,1887,2181,1187,886,893,51490,36,NY
36079,97668,4118,16767,2828,625,1388,71942,36,NY
36081,2405464,471487,617149,691071,12803,63596,549358,36,NY
36083,161130,16923,7433,6869,2740,2565,124600,36,NY
36085,495747,61768,87016,62526,1582,4874,277981,36,NY
36087,338329,40830,62085,22313,986,6002,206113,36,NY
36089,108505,3886,2382,1513,3048,1120,96556,36,NY
36091,235509,6651,7873,9451,3716,4037,203781,36,NY
36093,158061,22924,9848,11399,2817,6195,104878,36,NY
36095,29714,544,1001,303,596,612,26658,36,NY
36097,17898,239,298,169,378,196,16618,36,NY
36099,33814,1852,1168,392,673,456,29273,36,NY
36101,93584,2449,1575,2005,1824,1393,84338,36,NY
36103,1525920,140589,315750,75414,7968,18869,967330,36,NY
36105,78624,8828,12576,1993,1164,1372,52691,36,NY
36107,48455,863,1055,590,935,817,44195,36,NY
36109,105740,6781,6370,12239,1542,2071,76737,36,NY
36111,181851,15354,19042,5035,2365,3360,136695,36,NY
36113,65737,1460,1589,1025,1280,1084,59299,36,NY
36115,61302,2196,1551,505,1358,1087,54605,36,NY
36117,91283,4194,4100,799,1562,1398,79230,36,NY
36119,1004457,166162,245884,75085,2851,16791,497684,36,NY
36121,40531,2219,1287,337,605,504,35579,36,NY
36123,24774,333,625,155,362,250,23049,36,NY
37001,171415,37767,23673,3654,2382,1452,102487,37,NC
37003,36444,2327,1787,467,698,272,30893,37,NC
37005,10888,190,1259,52,169,32,9186,37,NC
37007,22055,10239,599,255,295,74,10593,37,NC
37009,26577,274,1487,148,452,188,24028,37,NC
37011,17806,743,961,110,338,105,15549,37,NC
37013,44652,10940,3243,295,455,288,29431,37,NC
37015,17934,11036,252,100,147,101,6298,37,NC
37017,29606,10039,2435,122,1050,130,15830,37,NC
37019,136693,13176,7110,1444,2816,1431,110716,37,NC
37021,269452,19107,21289,5626,5176,3392,214862,37,NC
37023,87570,5998,7001,3529,1712,666,68664,37,NC
37025,225804,47840,25220,13430,3327,2206,133781,37,NC
37027,80652,5186,4749,766,1533,550,67868,37,NC
37029,10355,1235,299,215,274,132,8200,37,NC
37031,67686,4072,2963,1144,1329,640,57538,37,NC
37033,22736,7192,941,137,312,118,14036,37,NC
37035,160610,15786,16792,7759,2839,1314,116120,37,NC
37037,76285,9099,10096,2150,992,861,53087,37,NC
37039,28774,640,853,255,1424,236,25366,37,NC
37041,13708,4609,478,90,157,106,8268,37,NC
37043,11089,143,417,75,309,101,10044,37,NC
37045,99519,21969,3827,1165,1690,705,70163,37,NC
37047,50623,15490,2459,244,2158,253,30019,37,NC
37049,100720,22472,6535,4080,1693,1007,64933,37,NC
37051,334728,142387,32629,13942,8685,3884,133201,37,NC
37053,28100,1823,1184,530,690,368,23505,37,NC
37055,36915,1050,2497,466,600,381,31921,37,NC
37057,168930,18435,13382,3083,3286,1257,129487,37,NC
37059,42712,3040,3294,462,796,311,34809,37,NC
37061,48715,12296,10510,247,488,229,24945,37,NC
37063,324833,117964,47340,19844,2509,3408,133768,37,NC
37065,48900,28274,2519,167,364,236,17340,37,NC
37067,382590,103533,51366,11495,4809,3261,208126,37,NC
37069,68573,17313,6616,769,1004,586,42285,37,NC
37071,227943,44520,18913,4579,4410,1868,153653,37,NC
37073,10478,3266,185,59,177,86,6705,37,NC
37075,8030,124,190,39,770,22,6885,37,NC
37077,60992,19581,5915,605,851,430,33610,37,NC
37079,20451,7525,2837,73,263,109,9644,37,NC
37081,541299,195107,47601,31924,6143,4884,255640,37,NC
37083,48622,25759,1273,436,1850,234,19070,37,NC
37085,133568,31177,17480,2901,2786,1348,77876,37,NC
37087,62089,1118,2781,576,1461,468,55685,37,NC
37089,116281,4629,14770,2059,2004,1072,91747,37,NC
37091,21552,12783,1375,144,399,130,6721,37,NC
37093,52082,18938,6823,1459,4647,548,19667,37,NC
37095,4589,1266,312,14,43,26,2928,37,NC
37097,186693,24638,14999,5874,2925,1864,136393,37,NC
37099,43109,1284,3105,716,4880,324,32800,37,NC
37101,215999,37944,32871,3070,3385,2265,136464,37,NC
37103,9172,2744,373,55,147,66,5787,37,NC
37105,63285,12134,12685,1002,959,450,36055,37,NC
37107,55122,23136,4092,505,569,238,26582,37,NC
37109,86810,5477,6192,1078,1686,716,71661,37,NC
37111,44578,2176,2870,489,917,338,37788,37,NC
37113,37014,547,3452,367,803,310,31535,37,NC
37115,21193,370,706,145,520,219,19233,37,NC
37117,22031,9278,788,123,206,108,11528,37,NC
37119,1115482,355707,158607,80608,9574,12303,498683,37,NC
37121,14903,153,682,104,372,78,13514,37,NC
37123,25751,4556,3853,438,305,95,16504,37,NC
37125,99727,12206,7015,2148,2040,927,75391,37,NC
37127,94970,38698,6851,1179,1285,640,46317,37,NC
37129,225702,31016,16333,5363,3409,2431,167150,37,NC
37131,17471,9995,288,73,165,115,6835,37,NC
37133,204576,34675,25085,8237,4493,2587,129499,37,NC
37135,148696,18333,15144,14893,1748,2041,96537,37,NC
37137,12276,2297,470,97,213,95,9104,37,NC
37139,40568,15364,1946,705,601,375,21577,37,NC
37141,60203,8398,4815,723,1214,635,44418,37,NC
37143,13005,2933,268,93,253,125,9333,37,NC
37145,39097,10651,2080,232,738,264,25132,37,NC
37147,170243,64363,11853,4105,1830,1255,86837,37,NC
37149,19328,879,1012,147,415,159,16716,37,NC
37151,144171,10655,18641,2582,2925,1014,108354,37,NC
37153,42946,13757,2892,465,1932,290,23610,37,NC
37155,116530,28729,11373,1239,45497,533,29159,37,NC
37157,91096,18444,5796,746,1333,559,64218,37,NC
37159,146875,25284,15356,2007,2873,1220,100135,37,NC
37161,64444,7121,3137,525,1129,506,52026,37,NC
37163,59036,15103,11918,353,1646,287,29729,37,NC
37165,34174,13824,998,421,4507,177,14247,37,NC
37167,62504,7973,2957,1348,1226,355,48645,37,NC
37169,44520,2042,1403,296,907,263,39609,37,NC
37171,71359,3203,8325,532,1086,442,57771,37,NC
37173,14117,252,569,112,4564,79,8541,37,NC
37175,32986,1442,1670,332,716,284,28542,37,NC
37177,3245,1005,256,60,24,21,1879,37,NC
37179,238267,30753,28972,11286,3379,2764,161113,37,NC
37181,42578,22017,3453,402,298,165,16243,37,NC
37183,1129410,230603,119639,109745,11361,13042,645020,37,NC
37185,18642,9526,619,106,1086,96,7209,37,NC
37187,11003,5541,315,58,73,58,4958,37,NC
37189,54086,2664,3421,1381,852,782,44986,37,NC
37191,117333,38456,14096,2306,1423,853,60199,37,NC
37193,65969,3386,4537,450,965,315,56316,37,NC
37195,78784,31690,8604,1177,755,452,36106,37,NC
37197,37214,1430,4299,219,637,272,30357,37,NC
37199,18470,224,997,76,418,130,16625,37,NC
38001,2200,27,28,50,42,25,2028,38,ND
38003,10853,254,163,134,233,105,9964,38,ND
38005,5964,26,84,22,3291,9,2532,38,ND
38007,945,9,18,8,3,5,902,38,ND
38009,6379,69,135,62,384,41,5688,38,ND
38011,2993,15,125,20,64,9,2760,38,ND
38013,2201,19,57,22,43,11,2049,38,ND
38015,98458,3018,2936,1898,5553,704,84349,38,ND
38017,184525,15133,5794,7464,5091,1601,149442,38,ND
38019,3704,27,43,23,83,43,3485,38,ND
38021,4999,66,184,49,75,53,4572,38,ND
38023,2195,42,48,25,39,17,2024,38,ND
38025,4095,93,99,66,572,24,3241,38,ND
38027,2347,40,71,4,119,11,2102,38,ND
38029,3301,24,32,21,42,20,3162,38,ND
38031,3397,38,61,28,58,13,3199,38,ND
38033,1736,18,46,24,30,18,1600,38,ND
38035,73170,4005,3469,3232,2971,738,58755,38,ND
38037,2301,26,21,16,59,10,2169,38,ND
38039,2306,20,21,11,37,17,2200,38,ND
38041,2489,18,33,26,79,14,2319,38,ND
38043,2394,20,52,14,28,9,2271,38,ND
38045,4093,28,80,16,52,20,3897,38,ND
38047,1876,15,29,7,36,16,1773,38,ND
38049,5345,46,87,29,107,52,5024,38,ND
38051,2530,23,51,38,32,11,2375,38,ND
38053,14704,319,1520,294,2150,153,10268,38,ND
38055,9771,124,143,97,981,54,8372,38,ND
38057,8350,76,214,75,346,68,7571,38,ND
38059,33291,729,1278,380,1864,244,28796,38,ND
38061,9809,220,747,157,3061,85,5539,38,ND
38063,3015,24,63,15,42,27,2844,38,ND
38065,1877,11,25,17,49,20,1755,38,ND
38067,6844,62,238,44,316,88,6096,38,ND
38069,3990,62,56,25,203,33,3611,38,ND
38071,11605,143,268,148,1615,77,9354,38,ND
38073,5703,79,117,49,66,29,5363,38,ND
38075,2282,31,34,10,41,20,2146,38,ND
38077,16529,259,570,207,676,114,14703,38,ND
38079,12187,66,125,51,9618,29,2298,38,ND
38081,3862,71,87,63,39,32,3570,38,ND
38083,1265,19,7,8,31,9,1191,38,ND
38085,3898,20,63,9,3405,0,401,38,ND
38087,706,10,1,2,11,3,679,38,ND
38089,33646,1320,2217,599,901,302,28307,38,ND
38091,1798,13,35,8,13,8,1721,38,ND
38093,21593,614,567,217,572,119,19504,38,ND
38095,2162,19,27,17,104,11,1984,38,ND
38097,7997,96,284,60,178,68,7311,38,ND
38099,10563,139,1300,66,293,89,8676,38,ND
38101,69919,4303,4233,2005,2833,872,55673,38,ND
38103,3982,52,37,20,58,31,3784,38,ND
38105,40950,2499,3769,996,2411,514,30761,38,ND
39001,27477,227,209,90,628,138,26185,39,OH
39003,102206,15636,2945,1236,1494,1204,79691,39,OH
39005,52447,762,821,518,987,411,48948,39,OH
39007,97574,5313,4157,663,1896,1481,84064,39,OH
39009,62431,3766,1244,1605,1093,637,54086,39,OH
39011,46422,604,750,419,708,298,43643,39,OH
39013,66497,2996,746,396,1071,752,60536,39,OH
39015,43676,624,469,182,929,419,41053,39,OH
39017,390357,42486,23736,18938,6479,4006,294712,39,OH
39019,26721,278,287,120,533,299,25204,39,OH
39021,38714,1321,611,276,827,365,35314,39,OH
39023,136001,15713,5003,1563,2644,1284,109794,39,OH
39025,208601,5499,4705,3735,4639,2274,187749,39,OH
39027,42018,1480,721,370,770,430,38247,39,OH
39029,101877,3157,1663,629,1768,1194,93466,39,OH
39031,36612,765,367,173,515,210,34582,39,OH
39033,42025,721,600,246,719,351,39388,39,OH
39035,1264817,399022,71865,51871,9831,13475,718753,39,OH
39037,51881,654,835,308,739,351,48994,39,OH
39039,38286,1114,3769,226,549,352,32276,39,OH
39041,214124,10477,6575,20589,2635,2428,171420,39,OH
39043,75622,9003,2757,732,1279,790,61061,39,OH
39045,158921,16136,3590,4046,2951,1534,130664,39,OH
39047,28951,1059,636,271,493,232,26260,39,OH
39049,1323807,336958,83011,86124,14984,15115,787615,39,OH
39051,42713,611,3705,281,677,471,36968,39,OH
39053,29220,979,244,192,576,274,26955,39,OH
39055,95397,1556,1635,1149,977,1122,88958,39,OH
39057,167966,14864,4730,7666,3014,2089,135603,39,OH
39059,38438,973,412,249,750,337,35717,39,OH
39061,830639,227978,33417,31622,9340,8548,519734,39,OH
39063,74920,2403,4003,1742,962,703,65107,39,OH
39065,30696,564,674,289,557,223,28389,39,OH
39067,14483,435,110,88,251,174,13425,39,OH
39069,27662,317,2156,181,376,169,24463,39,OH
39071,43317,995,405,205,899,321,40492,39,OH
39073,28050,360,209,132,565,282,26502,39,OH
39075,44223,331,440,118,308,151,42875,39,OH
39077,58565,1316,3932,401,1114,560,51242,39,OH
39079,32653,417,288,163,704,246,30835,39,OH
39081,65249,4904,1030,592,1189,989,56545,39,OH
39083,62721,1141,1150,600,1156,616,58058,39,OH
39085,232603,14146,10785,4574,3178,2851,197069,39,OH
39087,58240,1846,572,340,1099,367,54016,39,OH
39089,178519,10073,3760,6049,3719,1983,152935,39,OH
39091,46150,1433,944,602,943,479,41749,39,OH
39093,312964,32544,29055,5171,4918,3756,237520,39,OH
39095,431279,97930,28481,9373,5866,4966,284663,39,OH
39097,43824,3266,1195,423,776,403,37761,39,OH
39099,228614,39607,11956,2878,2640,2443,169090,39,OH
39101,65359,5206,1832,552,1090,565,56114,39,OH
39103,182470,3828,4365,3268,2938,2428,165643,39,OH
39105,22210,277,162,48,383,160,21180,39,OH
39107,42528,431,894,855,374,222,39752,39,OH
39109,108774,4433,2073,2300,1798,1206,96964,39,OH
39111,13385,57,65,77,176,101,12909,39,OH
39113,537309,126783,19155,16987,8338,5650,360396,39,OH
39115,13802,798,106,44,217,112,12525,39,OH
39117,34950,370,557,196,700,354,32773,39,OH
39119,86410,5446,938,623,1510,946,76947,39,OH
39121,14115,812,143,48,192,80,12840,39,OH
39123,40364,666,1984,276,572,430,36436,39,OH
39125,18806,305,967,60,351,151,16972,39,OH
39127,35408,285,235,143,782,368,33595,39,OH
39129,58539,2832,844,544,1273,630,52416,39,OH
39131,27088,472,210,138,600,198,25470,39,OH
39133,161791,10320,3216,4400,2894,2187,138774,39,OH
39135,40999,481,372,303,814,329,38700,39,OH
39137,34451,294,2158,136,243,193,31427,39,OH
39139,124936,13752,2347,1260,2077,1269,104231,39,OH
39141,77093,5481,952,650,1624,681,67705,39,OH
39143,58896,3096,5709,400,861,611,48219,39,OH
39145,74008,2859,967,441,1643,567,67531,39,OH
39147,55069,2296,2726,585,785,464,48213,39,OH
39149,48230,1659,746,642,672,444,44067,39,OH
39151,374853,38180,9552,4907,6766,4913,310535,39,OH
39153,540428,90795,11506,26026,7938,6627,397536,39,OH
39155,201977,20709,3627,1815,3540,2659,169627,39,OH
39157,93263,1447,3874,550,1543,870,84979,39,OH
39159,62784,1920,1433,4570,963,611,53287,39,OH
39161,28931,589,1054,187,389,245,26467,39,OH
39163,12800,124,72,41,258,92,12213,39,OH
39165,242337,10853,7337,19898,3617,2405,198227,39,OH
39167,59771,1328,691,510,1045,534,55663,39,OH
39169,116894,3031,2656,1365,1827,1085,106930,39,OH
39171,37102,517,1835,305,612,350,33483,39,OH
39173,132248,4794,7954,3597,1965,1445,112493,39,OH
39175,21900,206,621,158,245,150,20520,39,OH
40001,19495,148,1236,219,10374,54,7464,40,OK
40003,5699,301,261,33,361,41,4702,40,OK
40005,14143,774,538,102,3306,120,9303,40,OK
40007,5049,33,1295,33,167,24,3497,40,OK
40009,22410,1435,2632,202,1471,144,16526,40,OK
40011,8735,469,927,53,991,47,6248,40,OK
40013,46067,1544,3341,496,10301,309,30076,40,OK
40015,26945,1162,4242,143,6734,84,14580,40,OK
40017,154405,8438,15845,6248,14424,1552,107898,40,OK
40019,48003,4285,3457,829,7286,919,31227,40,OK
