GEOID20,tot_pop_20,bpop_20,hpop_20,asian_nhpi_pop_20,amin_pop_20,other_pop_20,white_pop_20,STATEFP,STATE
13257,26784,3527,770,324,611,229,21323,13,GA
13259,5314,2538,1200,178,44,16,1338,13,GA
13261,29616,15546,1674,587,199,82,11528,13,GA
13263,5733,3145,68,24,49,20,2427,13,GA
13265,1559,876,60,11,18,3,591,13,GA
13267,22842,6331,2212,167,203,104,13825,13,GA
13269,7816,2946,140,37,80,29,4584,13,GA
13271,12477,4754,1603,41,79,30,5970,13,GA
13273,9185,5707,129,75,63,22,3189,13,GA
13275,45798,16975,1410,531,647,241,25994,13,GA
13277,41344,12734,5061,777,381,202,22189,13,GA
13279,27030,7402,2965,269,242,145,16007,13,GA
13281,12493,168,405,114,240,97,11469,13,GA
13283,6406,2114,131,21,55,20,4065,13,GA
13285,69426,25473,2720,1841,787,506,38099,13,GA
13287,9006,3813,322,58,72,41,4700,13,GA
13289,8022,3226,96,59,118,36,4487,13,GA
13291,24632,228,789,180,597,192,22646,13,GA
13293,27700,8324,546,224,411,186,18009,13,GA
13295,67654,3664,1612,501,1647,576,59654,13,GA
13297,96673,18804,4832,1936,1715,887,68499,13,GA
13299,36251,11421,1496,409,420,230,22275,13,GA
13301,5215,3128,42,22,38,11,1974,13,GA
13303,19988,10969,285,100,147,75,8412,13,GA
13305,30144,6390,1580,276,365,232,21301,13,GA
13307,2348,1107,45,29,27,4,1136,13,GA
13309,7471,2949,261,26,57,21,4157,13,GA
13311,28003,721,883,251,900,289,24959,13,GA
13313,102864,4919,36446,1664,1323,637,57875,13,GA
13315,8766,3161,261,73,61,25,5185,13,GA
13317,9565,3989,376,75,116,57,4952,13,GA
13319,8877,3330,222,33,147,35,5110,13,GA
13321,20784,5517,351,144,241,104,14427,13,GA
15001,200629,3988,21429,105451,2988,2085,64688,15,HI
15003,1016508,38734,86524,703490,6071,6159,175530,15,HI
15005,82,9,11,31,0,4,27,15,HI
15007,73298,1123,7165,41351,859,606,22194,15,HI
15009,164754,2929,16433,89737,1981,1748,51926,15,HI
16001,494967,12296,44126,23037,9792,7718,397998,16,ID
16003,4379,25,146,20,131,65,3992,16,ID
16005,87018,1435,7810,2404,3858,1064,70447,16,ID
16007,6372,48,189,41,92,25,5977,16,ID
16009,9530,60,244,76,1040,337,7773,16,ID
16011,47992,328,8271,548,3526,382,34937,16,ID
16013,24272,154,4982,388,288,436,18024,16,ID
16015,7610,76,303,82,251,147,6751,16,ID
16017,47110,261,1484,632,1401,988,42344,16,ID
16019,123964,1394,16921,2598,1968,1140,99943,16,ID
16021,12056,96,678,175,386,171,10550,16,ID
16023,2574,16,127,8,62,25,2336,16,ID
16025,1077,33,45,20,31,10,938,16,ID
16027,231105,3317,58580,5082,5192,3533,155401,16,ID
16029,7027,35,365,61,100,75,6391,16,ID
16031,24655,151,7147,283,326,226,16522,16,ID
16033,790,24,274,7,6,16,463,16,ID
16035,8734,87,283,93,282,107,7882,16,ID
16037,4275,19,151,40,124,48,3893,16,ID
16039,28666,1131,4972,1294,757,516,19996,16,ID
16041,14194,87,1004,120,217,65,12701,16,ID
16043,13388,59,1585,126,225,101,11292,16,ID
16045,19123,100,1712,279,583,317,16132,16,ID
16047,15598,84,4827,130,317,196,10044,16,ID
16049,16541,104,588,175,773,245,14656,16,ID
16051,30891,183,3214,376,432,256,26430,16,ID
16053,24237,128,9153,195,384,224,14153,16,ID
16055,171362,1453,8576,3581,5528,3117,149107,16,ID
16057,39517,638,2032,1586,1038,747,33476,16,ID
16059,7974,47,280,52,205,110,7280,16,ID
16061,3533,21,137,28,269,47,3031,16,ID
16063,5127,34,1630,51,108,59,3245,16,ID
16065,52913,990,5177,1718,531,512,43985,16,ID
16067,21613,114,7865,192,335,161,12946,16,ID
16069,42090,457,1581,719,3303,594,35436,16,ID
16071,4564,26,170,34,43,32,4259,16,ID
16073,11913,86,2906,92,585,184,8060,16,ID
16075,25386,172,4233,466,740,535,19240,16,ID
16077,7878,64,2606,66,243,73,4826,16,ID
16079,13169,60,434,120,537,247,11771,16,ID
16081,11630,65,1997,124,126,177,9141,16,ID
16083,90046,1536,15074,2354,1828,1085,68169,16,ID
16085,11746,62,578,114,286,239,10467,16,ID
16087,10500,89,1641,182,283,187,8118,16,ID
17001,65737,3781,1188,794,939,646,58389,17,IL
17003,5240,1708,71,15,124,48,3274,17,IL
17005,16725,1250,590,155,274,192,14264,17,IL
17007,53448,1812,12682,950,610,705,36689,17,IL
17009,6244,1078,258,41,84,19,4764,17,IL
17011,33244,533,3049,419,446,286,28511,17,IL
17013,4437,23,60,20,97,20,4217,17,IL
17015,15702,802,725,109,194,129,13743,17,IL
17017,13042,871,2712,162,152,84,9061,17,IL
17019,205865,33563,15606,26973,2150,2293,125280,17,IL
17021,34032,628,1042,261,536,339,31226,17,IL
17023,15455,129,241,91,219,95,14680,17,IL
17025,13288,118,207,102,239,141,12481,17,IL
17027,36899,1430,1359,356,594,315,32845,17,IL
17029,46863,2710,1688,877,737,499,40352,17,IL
17031,5275541,1281981,1340022,454535,20782,42978,2135243,17,IL
17033,18679,763,413,161,290,111,16941,17,IL
17035,10450,91,109,28,194,81,9947,17,IL
17037,100420,10546,13091,3034,1366,1134,71249,17,IL
17039,15516,213,504,131,215,83,14370,17,IL
17041,19740,194,1554,160,293,119,17420,17,IL
17043,932877,54157,141015,130505,5792,9967,591441,17,IL
17045,16866,142,221,94,248,156,16005,17,IL
17047,6245,65,52,46,48,40,5994,17,IL
17049,34668,349,838,359,512,249,32361,17,IL
17051,21488,898,619,115,323,108,19425,17,IL
17053,13534,252,517,104,270,126,12265,17,IL
17055,37804,466,605,275,838,410,35210,17,IL
17057,33609,1355,710,145,533,250,30616,17,IL
17059,4946,71,45,47,68,32,4683,17,IL
17061,11985,78,101,45,224,86,11451,17,IL
17063,52533,1295,5584,734,725,723,43472,17,IL
17065,7993,92,88,44,145,50,7574,17,IL
17067,17620,215,292,109,289,116,16599,17,IL
17069,3649,40,63,48,101,23,3374,17,IL
17071,6387,63,105,35,66,58,6060,17,IL
17073,49284,1636,3050,402,651,451,43094,17,IL
17075,27077,476,2027,179,467,326,23602,17,IL
17077,52974,8806,2621,2458,931,645,37513,17,IL
17079,9287,55,82,22,128,66,8934,17,IL
17081,37113,3564,792,500,702,373,31182,17,IL
17083,21512,278,323,149,450,207,20105,17,IL
17085,22035,248,840,155,247,191,20354,17,IL
17087,13308,1515,529,45,222,102,10895,17,IL
17089,516522,33754,166276,25372,3767,5046,282307,17,IL
17091,107502,17685,12088,1485,1384,1269,73591,17,IL
17093,131869,12256,26238,5860,1307,1518,84690,17,IL
17095,49967,5678,2803,681,715,475,39615,17,IL
17097,714342,58160,167630,66882,4852,8469,408349,17,IL
17099,109658,3797,11162,1268,1617,1369,90445,17,IL
17101,15280,1532,491,88,267,125,12777,17,IL
17103,34145,2270,2246,361,433,400,28435,17,IL
17105,35815,1484,1762,275,486,290,31518,17,IL
17107,27987,1835,779,281,434,206,24452,17,IL
17109,27238,1912,883,676,473,232,23062,17,IL
17111,310229,6665,46015,11339,3547,4004,238659,17,IL
17113,170954,18423,9879,9391,2238,1583,129440,17,IL
17115,103998,21989,2434,1940,1500,1018,75117,17,IL
17117,44967,718,559,362,967,511,41850,17,IL
17119,265859,29112,10262,4421,5134,3137,213793,17,IL
17121,37729,2181,676,462,801,459,33150,17,IL
17123,11742,155,312,84,220,113,10858,17,IL
17125,13086,147,174,57,277,92,12339,17,IL
17127,14169,1212,308,92,300,180,12077,17,IL
17129,12297,214,151,83,258,89,11502,17,IL
17131,15699,184,449,90,267,131,14578,17,IL
17133,34962,274,610,353,683,362,32680,17,IL
17135,28288,1054,569,219,479,258,25709,17,IL
17137,32915,2560,788,361,437,280,28489,17,IL
17139,14526,169,179,66,240,125,13747,17,IL
17141,51788,1102,5689,475,856,546,43120,17,IL
17143,181830,38798,9328,8896,2364,1815,120629,17,IL
17145,20945,1904,661,149,293,159,17779,17,IL
17147,16673,219,228,143,310,173,15600,17,IL
17149,14739,135,247,73,280,130,13874,17,IL
17151,3763,81,64,36,64,27,3491,17,IL
17153,5193,1576,190,28,109,45,3245,17,IL
17155,5637,39,342,41,74,68,5073,17,IL
17157,30163,2697,993,167,501,345,25460,17,IL
17159,15813,172,267,200,231,130,14813,17,IL
17161,144672,20175,18775,4674,1786,1573,97689,17,IL
17163,257400,82628,11480,6161,3825,2810,150496,17,IL
17165,23768,1067,429,180,522,261,21309,17,IL
17167,196343,30631,4740,5413,2936,2156,150467,17,IL
17169,6902,353,132,44,154,62,6157,17,IL
17171,4949,41,39,28,60,34,4747,17,IL
17173,20990,155,196,134,242,147,20116,17,IL
17175,5400,77,116,34,59,44,5070,17,IL
17177,44630,5621,2074,513,548,469,35405,17,IL
17179,131343,2934,3024,1787,2445,1271,119882,17,IL
17181,17244,356,860,127,357,213,15331,17,IL
17183,74188,12049,3484,767,1099,603,56186,17,IL
17185,11361,128,169,288,194,62,10520,17,IL
17187,16835,844,1760,411,188,138,13494,17,IL
17189,13761,168,205,100,192,120,12976,17,IL
17191,16179,148,178,95,247,111,15400,17,IL
17193,13877,176,177,124,260,133,13007,17,IL
17195,55691,1563,6864,475,662,786,45341,17,IL
17197,696355,90266,126963,47776,5874,7058,418418,17,IL
17199,67153,3844,1650,1057,1544,865,58193,17,IL
17201,285350,45908,38944,9914,3871,3478,183235,17,IL
17203,38467,598,695,396,613,321,35844,17,IL
18001,35809,349,1607,210,381,182,33080,18,IN
18003,385410,54010,30881,20987,5245,4138,270149,18,IN
18005,82208,2863,7079,5863,1237,771,64395,18,IN
18007,8719,92,618,32,102,86,7789,18,IN
18009,12112,166,238,56,289,85,11278,18,IN
18011,70812,2065,2699,3035,1096,782,61135,18,IN
18013,15475,122,257,103,371,159,14463,18,IN
18015,20306,256,774,97,276,176,18727,18,IN
18017,37870,975,6572,733,554,292,28744,18,IN
18019,121093,12531,7548,2098,2255,1258,95403,18,IN
18021,26466,337,434,154,479,182,24880,18,IN
18023,33190,411,6087,169,453,262,25808,18,IN
18025,10526,89,116,38,218,76,9989,18,IN
18027,33381,904,2071,215,283,200,29708,18,IN
18029,50679,675,694,420,1066,505,47319,18,IN
18031,26472,268,596,214,449,176,24769,18,IN
18033,43265,437,1157,385,720,334,40232,18,IN
18035,111903,10558,3276,1955,1776,1005,93333,18,IN
18037,43637,389,4115,363,352,281,38137,18,IN
18039,207047,15237,38647,3201,2945,1978,145039,18,IN
18041,23398,509,251,118,350,156,22014,18,IN
18043,80484,6039,2902,1441,1422,710,67970,18,IN
18045,16479,174,397,86,323,150,15349,18,IN
18047,22785,112,200,132,376,175,21790,18,IN
18049,20480,307,1051,138,338,194,18452,18,IN
18051,33011,1107,653,319,508,265,30159,18,IN
18053,66674,6403,3130,733,1232,676,54500,18,IN
18055,30803,206,516,201,607,238,29035,18,IN
18057,347467,19717,17229,27530,3675,4131,275185,18,IN
18059,79840,3297,2083,1346,1301,707,71106,18,IN
18061,39654,451,915,345,794,447,36702,18,IN
18063,174788,16144,7603,7090,2567,2010,139374,18,IN
18065,48914,1538,953,356,682,280,45105,18,IN
18067,83658,8472,2857,1440,1627,792,68470,18,IN
18069,36662,442,1034,283,724,305,33874,18,IN
18071,46428,837,6159,606,705,306,37815,18,IN
18073,32918,313,2289,186,606,440,29084,18,IN
18075,20478,173,932,129,253,99,18892,18,IN
18077,33147,871,1078,385,504,286,30023,18,IN
18079,27613,336,840,112,481,179,25665,18,IN
18081,161765,5848,6174,8668,2753,1574,136748,18,IN
18083,36282,1039,959,379,540,338,33027,18,IN
18085,80240,1292,7397,1680,1204,677,67990,18,IN
18087,40446,247,1713,130,336,186,37834,18,IN
18089,498700,133598,94232,9383,5136,5245,251106,18,IN
18091,112417,14380,7491,1174,1880,1535,85957,18,IN
18093,45011,475,723,356,909,324,42224,18,IN
18095,130129,12320,6024,1126,2435,1296,106928,18,IN
18097,977203,294394,122893,45932,10527,9792,493665,18,IN
18099,46095,489,5196,414,636,450,38910,18,IN
18101,9812,79,87,70,194,47,9335,18,IN
18103,35962,2275,1144,241,918,261,31123,18,IN
18105,139718,7419,5985,10090,2143,1591,112490,18,IN
18107,37936,607,2271,400,651,259,33748,18,IN
18109,71780,811,1225,504,1628,640,66972,18,IN
18111,13830,97,1024,74,346,236,12053,18,IN
18113,47457,489,5187,456,703,387,40235,18,IN
18115,5940,49,72,46,95,49,5629,18,IN
18117,19867,345,293,123,403,176,18527,18,IN
18119,21321,237,273,148,556,233,19874,18,IN
18121,16156,259,214,57,215,82,15329,18,IN
18123,19170,500,211,166,292,148,17853,18,IN
18125,12250,108,165,42,190,79,11666,18,IN
18127,173215,9575,18124,3300,2697,2526,136993,18,IN
18129,25222,447,358,191,388,198,23640,18,IN
18131,12514,153,445,93,273,108,11442,18,IN
18133,36726,1253,765,567,636,355,33150,18,IN
18135,24502,311,1128,118,416,204,22325,18,IN
18137,28995,202,520,250,586,224,27213,18,IN
18139,16752,232,229,91,229,95,15876,18,IN
18141,272912,43155,25007,8689,4084,3421,188556,18,IN
18143,24384,237,508,178,474,158,22829,18,IN
18145,45055,956,2316,497,658,323,40305,18,IN
18147,19810,254,666,115,263,144,18368,18,IN
18149,23371,172,872,121,528,283,21395,18,IN
18151,34435,441,1411,315,467,363,31438,18,IN
18153,20817,995,321,96,417,132,18856,18,IN
18155,9737,80,108,37,183,67,9262,18,IN
18157,186251,14118,18125,18141,2274,2128,131465,18,IN
18159,15359,136,423,105,225,103,14367,18,IN
18161,7087,61,68,67,98,28,6765,18,IN
18163,180136,22165,5834,4016,2986,1691,143444,18,IN
18165,15439,123,164,111,215,134,14692,18,IN
18167,106153,9203,3017,2612,1886,1298,88137,18,IN
18169,30976,394,868,250,620,210,28634,18,IN
18171,8440,40,183,54,106,39,8018,18,IN
18173,63898,1699,1311,1967,983,592,57346,18,IN
18175,28182,313,379,169,509,212,26600,18,IN
18177,66553,4715,2341,962,1118,728,56689,18,IN
18179,28180,418,991,207,369,195,26000,18,IN
18181,24688,283,2413,160,412,217,21203,18,IN
18183,34191,347,809,321,600,282,31832,18,IN
19001,7496,93,167,40,87,43,7066,19,IA
19003,3704,45,38,23,34,46,3518,19,IA
19005,14061,193,1211,66,93,97,12401,19,IA
19007,12317,131,216,117,176,91,11586,19,IA
19009,5674,56,83,21,47,24,5443,19,IA
19011,25575,311,444,152,329,262,24077,19,IA
19013,131144,16476,6083,5014,1360,1061,101150,19,IA
19015,26715,504,680,200,357,254,24720,19,IA
19017,24988,416,499,293,205,172,23403,19,IA
19019,20565,169,329,121,234,147,19565,19,IA
19021,20823,682,5872,2594,131,167,11377,19,IA
19023,14334,84,183,84,136,96,13751,19,IA
19025,9927,234,229,54,105,44,9261,19,IA
19027,20760,364,590,128,153,116,19409,19,IA
19029,13127,87,298,166,142,117,12317,19,IA
19031,18505,185,443,134,227,182,17334,19,IA
19033,43127,1471,2109,886,435,407,37819,19,IA
19035,11658,166,525,100,96,103,10668,19,IA
19037,12012,142,465,45,111,76,11173,19,IA
19039,9748,78,1526,137,103,67,7837,19,IA
19041,16384,200,689,162,177,131,15025,19,IA
19043,17043,240,330,103,167,92,16111,19,IA
19045,46460,2141,1445,455,678,515,41226,19,IA
19047,16525,465,4887,338,122,88,10625,19,IA
19049,99678,3640,6372,5961,921,1076,81708,19,IA
19051,9110,34,137,45,84,75,8735,19,IA
19053,7645,174,197,83,106,75,7010,19,IA
19055,17488,191,240,75,151,125,16706,19,IA
19057,38910,3425,1147,618,602,365,32753,19,IA
19059,17703,143,387,147,140,177,16709,19,IA
19061,99266,5350,2787,2252,844,684,87349,19,IA
19063,9388,167,868,61,98,60,8134,19,IA
19065,19509,389,501,160,265,141,18053,19,IA
19067,15627,548,522,380,171,99,13907,19,IA
19069,10019,95,1623,74,114,79,8034,19,IA
19071,6605,42,187,40,115,76,6145,19,IA
19073,8771,85,241,78,111,68,8188,19,IA
19075,12329,108,135,77,112,106,11791,19,IA
19077,10623,53,263,84,143,120,9960,19,IA
19079,15039,208,1435,374,179,141,12702,19,IA
19081,10795,136,593,56,119,78,9813,19,IA
19083,16878,242,809,186,215,134,15292,19,IA
19085,14582,83,287,69,203,122,13818,19,IA
19087,20482,715,1062,595,258,209,17643,19,IA
19089,9469,77,238,67,100,97,8890,19,IA
19091,9597,115,416,66,78,99,8823,19,IA
19093,7005,52,250,57,28,64,6554,19,IA
19095,16662,222,489,172,214,171,15394,19,IA
19097,19485,272,216,281,178,169,18369,19,IA
19099,37813,971,1054,396,522,425,34445,19,IA
19101,15663,540,590,613,283,212,13425,19,IA
19103,152854,15065,9760,10249,1359,1930,114491,19,IA
19105,20646,585,475,120,274,190,19002,19,IA
19107,10033,123,202,42,107,83,9476,19,IA
19109,14828,148,592,124,112,94,13758,19,IA
19111,33555,1510,1044,237,614,262,29888,19,IA
19113,230299,21491,8221,7449,2858,2369,187911,19,IA
19115,10837,132,1713,288,140,79,8485,19,IA
19117,8634,69,191,53,79,88,8154,19,IA
19119,11934,108,395,92,94,70,11175,19,IA
19121,16548,137,303,188,207,209,15504,19,IA
19123,22190,590,450,389,304,198,20259,19,IA
19125,33414,486,667,586,411,346,30918,19,IA
19127,40105,1151,9049,1708,497,262,27438,19,IA
19129,14484,175,455,120,215,189,13330,19,IA
19131,10565,86,182,85,68,64,10080,19,IA
19133,8751,105,233,46,254,62,8051,19,IA
19135,7577,86,110,47,54,88,7192,19,IA
19137,10330,70,366,41,172,78,9603,19,IA
19139,43235,1540,7621,534,524,383,32633,19,IA
19141,14182,256,973,137,126,81,12609,19,IA
19143,6192,62,597,83,70,39,5341,19,IA
19145,15211,447,462,196,298,122,13686,19,IA
19147,8996,84,264,71,108,78,8391,19,IA
19149,25698,547,1471,300,232,207,22941,19,IA
19151,7078,110,348,74,100,63,6383,19,IA
19153,492401,44015,46455,28676,5409,5586,362260,19,IA
19155,93667,2929,7486,1244,1667,1160,79181,19,IA
19157,18662,448,515,333,245,117,17004,19,IA
19159,4663,38,63,23,53,39,4447,19,IA
19161,9814,100,338,57,83,75,9161,19,IA
19163,174669,18714,11059,6021,2521,1776,134578,19,IA
19165,11746,116,409,77,130,124,10890,19,IA
19167,35872,349,4883,341,219,161,29919,19,IA
19169,98537,3980,4875,7579,1068,1091,79944,19,IA
19171,17135,276,1770,140,1536,129,13284,19,IA
19173,5896,37,396,24,70,65,5304,19,IA
19175,12138,216,372,98,158,71,11223,19,IA
19177,7203,73,93,29,79,51,6878,19,IA
19179,35437,1805,4269,1290,459,319,27295,19,IA
19181,52403,855,1620,687,702,642,47897,19,IA
19183,22565,329,1584,209,244,241,19958,19,IA
19185,6497,60,50,39,62,58,6228,19,IA
19187,36999,2534,1930,437,445,281,31372,19,IA
19189,10679,304,571,136,81,115,9472,19,IA
19191,20070,221,565,267,144,168,18705,19,IA
19193,105941,7176,18334,4203,3050,941,72237,19,IA
19195,7443,108,202,49,72,66,6946,19,IA
19197,12943,132,2372,128,105,99,10107,19,IA
20001,12526,337,465,134,457,142,10991,20,KS
20003,7836,96,146,58,210,67,7259,20,KS
20005,16348,1151,560,183,333,196,13925,20,KS
20007,4228,54,156,38,125,41,3814,20,KS
20009,25493,561,4050,139,564,268,19911,20,KS
20011,14360,663,357,167,528,194,12451,20,KS
20013,9508,252,337,83,1044,109,7683,20,KS
20015,67380,2264,3444,1460,2595,771,56846,20,KS
20017,2572,49,211,16,47,21,2228,20,KS
20019,3379,59,127,33,328,10,2822,20,KS
20021,19362,267,504,165,1931,254,16241,20,KS
20023,2616,20,235,27,35,76,2223,20,KS
20025,1991,20,195,30,49,29,1668,20,KS
20027,8117,112,209,81,160,69,7486,20,KS
20029,9032,169,306,69,155,98,8235,20,KS
20031,8360,104,209,70,205,102,7670,20,KS
20033,1689,31,88,8,38,4,1520,20,KS
20035,34549,1483,3863,880,1785,311,26227,20,KS
20037,38972,1643,2632,825,1482,453,31937,20,KS
20039,2764,36,75,15,48,25,2565,20,KS
20041,18402,301,873,162,405,210,16451,20,KS
20043,7510,379,196,66,187,68,6614,20,KS
20045,118785,8070,7758,6110,5142,1424,90281,20,KS
20047,2907,40,621,8,62,19,2157,20,KS
20049,2483,43,87,16,102,21,2214,20,KS
20051,28934,656,1987,504,407,271,25109,20,KS
20053,6376,296,360,59,138,68,5455,20,KS
20055,38470,1859,19609,1626,517,345,14514,20,KS
20057,34287,1283,19498,495,358,198,12455,20,KS
20059,25996,669,1104,208,914,283,22818,20,KS
20061,36739,8052,5210,2350,788,382,19957,20,KS
20063,2718,29,77,25,63,38,2486,20,KS
20065,2415,74,53,27,37,45,2179,20,KS
20067,7352,60,3835,27,170,49,3211,20,KS
20069,5653,43,837,17,73,54,4629,20,KS
20071,1284,22,192,7,12,15,1036,20,KS
20073,6016,77,181,48,252,52,5406,20,KS
20075,2518,29,1076,15,32,5,1361,20,KS
20077,5485,62,416,48,200,45,4714,20,KS
20079,34024,1152,3927,417,797,382,27349,20,KS
20081,3780,48,1098,3,43,10,2578,20,KS
20083,1723,25,89,20,26,17,1546,20,KS
20085,13232,210,604,78,1680,126,10534,20,KS
20087,18368,250,549,151,666,203,16549,20,KS
20089,2932,28,54,24,47,36,2743,20,KS
20091,609863,38047,52374,40277,10825,7941,460399,20,KS
20093,3983,99,1370,32,76,28,2378,20,KS
20095,7470,75,251,55,202,58,6829,20,KS
20097,2460,94,82,27,58,41,2158,20,KS
20099,20184,1397,878,172,1458,202,16077,20,KS
20101,1574,9,139,5,27,19,1375,20,KS
20103,81881,8791,5166,2045,2410,966,62503,20,KS
20105,2939,32,118,15,50,33,2691,20,KS
20107,9591,133,232,49,315,80,8782,20,KS
20109,2762,25,182,27,38,33,2457,20,KS
20111,32179,1005,7137,736,682,400,22219,20,KS
20113,30223,821,1572,341,606,364,26519,20,KS
20115,11823,228,414,72,232,127,10750,20,KS
20117,10038,113,221,56,158,80,9410,20,KS
20119,4055,75,781,27,86,33,3053,20,KS
20121,34191,775,1147,323,1052,422,30472,20,KS
20123,5796,69,141,28,74,48,5436,20,KS
20125,31486,2235,2324,333,2704,319,23571,20,KS
20127,5386,47,222,26,127,67,4897,20,KS
20129,2701,53,578,54,55,21,1940,20,KS
20131,10273,118,263,95,131,44,9622,20,KS
20133,15904,337,881,152,633,134,13767,20,KS
20135,2687,16,296,3,37,30,2305,20,KS
20137,5459,258,285,61,137,28,4690,20,KS
20139,15766,145,441,117,392,166,14505,20,KS
20141,3500,40,54,28,66,27,3285,20,KS
20143,5735,113,131,32,130,61,5268,20,KS
20145,6253,336,501,40,136,86,5154,20,KS
20147,4981,62,135,25,104,35,4620,20,KS
20149,25348,564,1392,428,612,287,22065,20,KS
20151,9157,165,728,67,223,102,7872,20,KS
20153,2561,47,156,26,41,49,2242,20,KS
20155,61898,2882,5801,656,1633,610,50316,20,KS
20157,4674,56,84,26,76,30,4402,20,KS
20159,9427,222,1262,71,274,78,7520,20,KS
20161,71959,6515,7005,4431,1341,860,51807,20,KS
20163,4919,93,112,35,81,40,4558,20,KS
20165,2956,25,124,19,39,4,2745,20,KS
20167,6691,137,235,48,148,84,6039,20,KS
20169,54303,3090,6359,1552,1273,523,41506,20,KS
20171,5151,45,1021,43,116,31,3895,20,KS
20173,523824,59692,79215,27605,15742,5299,336271,20,KS
20175,21964,873,14271,590,225,77,5928,20,KS
20177,178909,20043,22106,3719,5457,1711,125873,20,KS
20179,2447,41,133,22,19,20,2212,20,KS
20181,5927,171,752,37,94,75,4798,20,KS
20183,3570,36,58,27,56,23,3370,20,KS
20185,4072,65,497,21,102,23,3364,20,KS
20187,2084,32,900,25,49,4,1074,20,KS
20189,5250,57,2014,24,107,41,3007,20,KS
20191,22382,404,1228,123,991,289,19347,20,KS
20193,7930,145,626,62,122,65,6910,20,KS
20195,2808,25,57,25,39,35,2627,20,KS
20197,6877,86,302,60,202,42,6185,20,KS
20199,1512,20,79,3,37,29,1344,20,KS
20201,5530,40,269,32,59,46,5084,20,KS
20203,2152,26,628,6,51,29,1412,20,KS
20205,8624,97,254,66,411,117,7679,20,KS
20207,3115,28,69,20,111,23,2864,20,KS
20209,169245,38877,54376,8622,2822,1469,63079,20,KS
21001,18903,762,600,109,244,144,17044,21,KY
21003,20588,363,550,124,378,186,18987,21,KY
21005,23852,775,510,191,529,193,21654,21,KY
21007,7728,297,86,58,134,79,7074,21,KY
21009,44485,2339,1822,381,747,392,38804,21,KY
21011,12750,216,175,34,154,46,12125,21,KY
21013,24097,816,224,152,419,175,22311,21,KY
21015,135968,7819,7384,4337,2412,1414,112602,21,KY
21017,20252,1408,1455,147,305,167,16770,21,KY
21019,48261,1886,683,441,864,352,44035,21,KY
21021,30614,2991,1339,461,515,234,25074,21,KY
21023,8400,101,82,41,152,60,7964,21,KY
21025,13718,123,84,78,331,64,13038,21,KY
21027,20432,650,272,68,486,213,18743,21,KY
21029,82217,1823,2054,905,1880,768,74787,21,KY
21031,12371,108,580,45,211,57,11370,21,KY
21033,12649,860,158,94,237,110,11190,21,KY
21035,37103,1890,1276,622,747,333,32235,21,KY
21037,93076,4064,2205,1550,1566,948,82743,21,KY
21039,4826,116,122,21,108,16,4443,21,KY
21041,10810,320,770,81,156,82,9401,21,KY
21043,26627,315,248,85,428,126,25425,21,KY
21045,15941,181,520,62,232,110,14836,21,KY
21047,72748,17696,5179,1610,1245,618,46400,21,KY
21049,36972,2125,1437,318,574,251,32267,21,KY
21051,20345,991,318,43,236,71,18686,21,KY
21053,9253,86,241,31,159,56,8680,21,KY
21055,8990,169,95,18,134,50,8524,21,KY
21057,5888,233,72,15,83,40,5445,21,KY
21059,103312,7163,3961,2781,1376,704,87327,21,KY
21061,12126,180,150,48,224,38,11486,21,KY
21063,7354,265,91,29,69,25,6875,21,KY
21065,14163,94,123,27,247,53,13619,21,KY
21067,322570,55540,28395,16118,3925,3249,215343,21,KY
21069,15082,252,211,43,170,92,14314,21,KY
21071,35942,249,298,145,481,115,34654,21,KY
21073,51541,5779,1915,1232,860,473,41282,21,KY
21075,6515,1633,131,41,78,66,4566,21,KY
21077,8690,138,489,48,208,45,7762,21,KY
21079,16953,510,441,89,349,131,15433,21,KY
21081,24941,429,709,198,571,211,22823,21,KY
21083,36649,2174,2699,279,657,313,30527,21,KY
21085,26420,451,353,162,514,184,24756,21,KY
21087,11107,287,190,42,146,81,10361,21,KY
21089,35962,458,304,307,676,243,33974,21,KY
21091,9095,156,150,64,93,46,8586,21,KY
21093,110702,16215,5882,3948,2405,1167,81085,21,KY
21095,26831,769,256,119,550,136,25001,21,KY
21097,18692,534,364,105,299,174,17216,21,KY
21099,19288,924,315,81,345,131,17492,21,KY
21101,44793,4727,1288,446,648,361,37323,21,KY
21103,15678,604,507,69,302,131,14065,21,KY
21105,4521,479,87,17,52,20,3866,21,KY
21107,45423,3823,1052,404,790,300,39054,21,KY
21109,12955,37,94,53,211,51,12509,21,KY
21111,782969,187226,54705,32715,10200,7872,490251,21,KY
21113,52991,3106,2314,967,937,476,45191,21,KY
21115,22680,142,186,140,271,81,21860,21,KY
21117,169064,11524,7439,3210,2988,1736,142167,21,KY
21119,14251,140,84,28,149,37,13813,21,KY
21121,30193,522,314,126,612,110,28509,21,KY
21123,14867,544,467,101,319,137,13299,21,KY
21125,62613,859,991,532,1333,395,58503,21,KY
21127,16293,112,133,53,197,77,15721,21,KY
21129,7395,300,50,1,100,57,6887,21,KY
21131,10513,86,60,18,139,40,10170,21,KY
21133,21548,174,128,76,313,84,20773,21,KY
21135,13080,115,77,24,220,45,12599,21,KY
21137,24275,700,450,77,417,138,22493,21,KY
21139,8888,96,180,45,267,68,8232,21,KY
21141,27432,2177,822,137,414,201,23681,21,KY
21143,8680,563,144,47,126,67,7733,21,KY
